---TICK-TAG---
*START MEMORY*
UVs: 127, TOs: 0/0, ErrorsOrGF: 1, TTFF: 97
Fixes: 4656, Avg. TTF: 15 s, Avg. HDOP (x10): 13

count,timestamp,lat,lon
559,1646988601,47.74298,8.99895
560,1646988602,47.74297,8.99895
561,1646988728,47.74300,8.99897
562,1646988729,47.74300,8.99898
563,1646988730,47.74299,8.99897
564,1646988731,47.74298,8.99897
565,1646988732,47.74296,8.99896
566,1646988733,47.74297,8.99896
567,1646988734,47.74298,8.99895
568,1646988735,47.74293,8.99894
569,1646988737,47.74294,8.99895
570,1646988738,47.74294,8.99894
571,1646988739,47.74294,8.99894
572,1646988740,47.74294,8.99894
573,1646988741,47.74294,8.99894
574,1646988742,47.74294,8.99894
575,1646988743,47.74295,8.99894
576,1646988744,47.74296,8.99895
577,1646988745,47.74296,8.99895
578,1646988746,47.74297,8.99896
579,1646988747,47.74298,8.99897
580,1646988748,47.74298,8.99899
581,1646988874,47.74301,8.99903
582,1646988875,47.74299,8.99902
583,1646988876,47.74301,8.99900
584,1646988877,47.74303,8.99901
585,1646988878,47.74306,8.99902
586,1646988879,47.74306,8.99904
587,1646988880,47.74305,8.99904
588,1646988881,47.74303,8.99903
589,1646988882,47.74303,8.99904
590,1646988883,47.74303,8.99904
591,1646988884,47.74304,8.99904
592,1646988885,47.74298,8.99902
593,1646988887,47.74299,8.99902
594,1646988888,47.74299,8.99902
595,1646988889,47.74299,8.99902
596,1646988890,47.74299,8.99901
597,1646988891,47.74299,8.99901
598,1646988892,47.74299,8.99900
599,1646988893,47.74299,8.99900
600,1646988894,47.74300,8.99900
601,1646989020,47.74301,8.99893
602,1646989021,47.74302,8.99894
603,1646989022,47.74303,8.99895
604,1646989023,47.74303,8.99896
605,1646989024,47.74303,8.99896
606,1646989025,47.74302,8.99896
607,1646989026,47.74302,8.99897
608,1646989027,47.74301,8.99897
609,1646989028,47.74301,8.99898
610,1646989029,47.74301,8.99898
611,1646989031,47.74301,8.99898
612,1646989032,47.74300,8.99898
613,1646989033,47.74301,8.99898
614,1646989034,47.74301,8.99898
615,1646989035,47.74301,8.99898
616,1646989036,47.74301,8.99899
617,1646989037,47.74301,8.99899
618,1646989038,47.74301,8.99899
619,1646989039,47.74301,8.99899
620,1646989040,47.74301,8.99899
621,1646989166,47.74286,8.99893
622,1646989168,47.74283,8.99894
623,1646989169,47.74281,8.99892
624,1646989170,47.74282,8.99894
625,1646989171,47.74282,8.99893
626,1646989171,47.74287,8.99895
627,1646989172,47.74289,8.99895
628,1646989173,47.74303,8.99897
629,1646989175,47.74303,8.99897
630,1646989176,47.74303,8.99896
631,1646989177,47.74303,8.99896
632,1646989178,47.74303,8.99896
633,1646989179,47.74304,8.99896
634,1646989180,47.74303,8.99895
635,1646989181,47.74303,8.99895
636,1646989182,47.74303,8.99895
637,1646989183,47.74303,8.99895
638,1646989184,47.74303,8.99895
639,1646989185,47.74302,8.99895
640,1646989186,47.74302,8.99895
641,1646989311,47.74279,8.99903
642,1646989312,47.74305,8.99902
643,1646989313,47.74305,8.99902
644,1646989314,47.74303,8.99901
645,1646989315,47.74303,8.99902
646,1646989316,47.74302,8.99902
647,1646989317,47.74302,8.99903
648,1646989318,47.74302,8.99904
649,1646989319,47.74300,8.99903
650,1646989320,47.74299,8.99902
651,1646989321,47.74298,8.99902
652,1646989322,47.74297,8.99902
653,1646989323,47.74304,8.99901
654,1646989325,47.74304,8.99901
655,1646989326,47.74304,8.99900
656,1646989327,47.74304,8.99900
657,1646989328,47.74303,8.99900
658,1646989329,47.74303,8.99900
659,1646989330,47.74303,8.99900
660,1646989331,47.74303,8.99900
661,1646989459,47.74233,8.99891
662,1646989460,47.74231,8.99891
663,1646989461,47.74248,8.99893
664,1646989462,47.74259,8.99894
665,1646989463,47.74267,8.99895
666,1646989464,47.74274,8.99895
667,1646989465,47.74281,8.99895
668,1646989466,47.74285,8.99895
669,1646989467,47.74303,8.99894
670,1646989469,47.74303,8.99894
671,1646989470,47.74302,8.99893
672,1646989471,47.74302,8.99892
673,1646989472,47.74302,8.99892
674,1646989473,47.74302,8.99892
675,1646989474,47.74302,8.99892
676,1646989475,47.74302,8.99892
677,1646989476,47.74302,8.99892
678,1646989477,47.74302,8.99892
679,1646989478,47.74302,8.99892
680,1646989479,47.74302,8.99892
681,1646989605,47.74347,8.99875
682,1646989606,47.74317,8.99898
683,1646989607,47.74319,8.99896
684,1646989608,47.74317,8.99896
685,1646989609,47.74316,8.99894
686,1646989610,47.74315,8.99893
687,1646989611,47.74308,8.99894
688,1646989613,47.74309,8.99893
689,1646989614,47.74310,8.99892
690,1646989615,47.74310,8.99891
691,1646989616,47.74310,8.99891
692,1646989617,47.74310,8.99891
693,1646989618,47.74310,8.99891
694,1646989619,47.74310,8.99891
695,1646989620,47.74310,8.99891
696,1646989621,47.74310,8.99891
697,1646989622,47.74310,8.99891
698,1646989623,47.74307,8.99894
699,1646989624,47.74306,8.99895
700,1646989625,47.74305,8.99896
701,1646989752,47.74282,8.99900
702,1646989753,47.74287,8.99901
703,1646989754,47.74287,8.99903
704,1646989755,47.74287,8.99903
705,1646989756,47.74287,8.99903
706,1646989757,47.74288,8.99902
707,1646989758,47.74288,8.99904
708,1646989759,47.74288,8.99904
709,1646989760,47.74287,8.99903
710,1646989761,47.74301,8.99899
711,1646989763,47.74301,8.99898
712,1646989764,47.74301,8.99899
713,1646989765,47.74301,8.99899
714,1646989766,47.74300,8.99898
715,1646989767,47.74300,8.99898
716,1646989768,47.74300,8.99898
717,1646989769,47.74300,8.99898
