---TICK-TAG---
*START MEMORY*
UVs: 47, TOs: 0/0, ErrorsOrGF: 0, TTFF: 110
Fixes: 7075, Avg. TTF: 7 s, Avg. HDOP (x10): 14

count,timestamp,lat,lon
567,1646818115,47.75393,8.99329
568,1646818116,47.75392,8.99329
569,1646818117,47.75392,8.99330
570,1646818118,47.75393,8.99331
571,1646818137,47.75361,8.99366
572,1646818138,47.75370,8.99371
573,1646818139,47.75368,8.99371
574,1646818140,47.75371,8.99374
575,1646818141,47.75369,8.99376
576,1646818142,47.75366,8.99377
577,1646818143,47.75365,8.99379
578,1646818144,47.75364,8.99380
579,1646818145,47.75363,8.99382
580,1646818146,47.75363,8.99384
581,1646818166,47.75339,8.99419
582,1646818167,47.75340,8.99419
583,1646818168,47.75341,8.99418
584,1646818169,47.75341,8.99420
585,1646818170,47.75340,8.99422
586,1646818171,47.75340,8.99422
587,1646818172,47.75338,8.99424
588,1646818173,47.75336,8.99426
589,1646818174,47.75335,8.99427
590,1646818175,47.75334,8.99429
591,1646818194,47.75322,8.99455
592,1646818195,47.75316,8.99465
593,1646818196,47.75313,8.99470
594,1646818197,47.75312,8.99472
595,1646818198,47.75313,8.99471
596,1646818199,47.75314,8.99468
597,1646818200,47.75315,8.99466
598,1646818201,47.75318,8.99460
599,1646818203,47.75318,8.99461
600,1646818204,47.75317,8.99461
601,1646818223,47.75291,8.99503
602,1646818224,47.75290,8.99505
603,1646818226,47.75289,8.99507
604,1646818227,47.75288,8.99512
605,1646818228,47.75285,8.99515
606,1646818229,47.75285,8.99514
607,1646818230,47.75286,8.99514
608,1646818231,47.75285,8.99514
609,1646818232,47.75286,8.99513
610,1646818233,47.75287,8.99512
611,1646818251,47.75283,8.99530
612,1646818252,47.75274,8.99547
613,1646818253,47.75268,8.99546
614,1646818254,47.75265,8.99551
615,1646818255,47.75265,8.99553
616,1646818256,47.75265,8.99556
617,1646818257,47.75266,8.99558
618,1646818258,47.75265,8.99560
619,1646818259,47.75264,8.99562
620,1646818260,47.75264,8.99563
621,1646818280,47.75248,8.99616
622,1646818281,47.75248,8.99618
623,1646818282,47.75249,8.99618
624,1646818283,47.75249,8.99619
625,1646818284,47.75247,8.99617
626,1646818285,47.75246,8.99617
627,1646818286,47.75245,8.99618
628,1646818287,47.75244,8.99619
629,1646818288,47.75244,8.99619
630,1646818289,47.75244,8.99619
631,1646818310,47.75241,8.99648
632,1646818311,47.75239,8.99653
633,1646818312,47.75234,8.99661
634,1646818313,47.75232,8.99665
635,1646818314,47.75232,8.99667
636,1646818315,47.75233,8.99666
637,1646818316,47.75232,8.99668
638,1646818317,47.75232,8.99669
639,1646818318,47.75232,8.99671
640,1646818319,47.75232,8.99672
641,1646818338,47.75209,8.99715
642,1646818339,47.75207,8.99717
643,1646818340,47.75208,8.99720
644,1646818341,47.75208,8.99721
645,1646818342,47.75209,8.99723
646,1646818343,47.75210,8.99723
647,1646818344,47.75210,8.99723
648,1646818345,47.75209,8.99722
649,1646818347,47.75209,8.99720
650,1646818348,47.75209,8.99716
651,1646818367,47.75198,8.99750
652,1646818370,47.75189,8.99758
653,1646818371,47.75183,8.99759
654,1646818372,47.75180,8.99761
655,1646818373,47.75182,8.99761
656,1646818374,47.75179,8.99760
657,1646818375,47.75176,8.99761
658,1646818376,47.75172,8.99762
659,1646818377,47.75168,8.99763
660,1646818378,47.75166,8.99763
661,1646818398,47.75149,8.99766
662,1646818399,47.75149,8.99770
663,1646818400,47.75147,8.99771
664,1646818401,47.75145,8.99770
665,1646818402,47.75145,8.99770
666,1646818403,47.75144,8.99771
667,1646818404,47.75144,8.99772
668,1646818405,47.75144,8.99771
669,1646818407,47.75145,8.99771
670,1646818408,47.75144,8.99772
671,1646818428,47.75116,8.99784
672,1646818429,47.75118,8.99783
673,1646818430,47.75116,8.99784
674,1646818431,47.75116,8.99784
675,1646818432,47.75115,8.99783
676,1646818433,47.75113,8.99780
677,1646818434,47.75111,8.99777
678,1646818435,47.75115,8.99769
679,1646818437,47.75114,8.99766
680,1646818438,47.75114,8.99765
681,1646818455,47.75090,8.99747
682,1646818455,47.75092,8.99748
683,1646818458,47.75091,8.99753
684,1646818459,47.75092,8.99750
685,1646818460,47.75092,8.99745
686,1646818461,47.75093,8.99741
687,1646818462,47.75092,8.99739
688,1646818463,47.75091,8.99735
689,1646818464,47.75089,8.99732
690,1646818465,47.75088,8.99728
691,1646818483,47.75094,8.99653
692,1646818484,47.75066,8.99672
693,1646818485,47.75059,8.99684
694,1646818486,47.75055,8.99687
695,1646818487,47.75055,8.99688
696,1646818488,47.75055,8.99688
697,1646818489,47.75054,8.99688
698,1646818490,47.75054,8.99689
699,1646818491,47.75053,8.99690
700,1646818492,47.75052,8.99691
701,1646818510,47.75041,8.99719
702,1646818511,47.75031,8.99739
703,1646818512,47.75031,8.99741
704,1646818513,47.75031,8.99742
705,1646818514,47.75031,8.99741
706,1646818515,47.75032,8.99741
707,1646818516,47.75033,8.99738
708,1646818517,47.75034,8.99736
709,1646818518,47.75035,8.99735
710,1646818519,47.75037,8.99734
711,1646818538,47.75048,8.99720
712,1646818539,47.75033,8.99754
713,1646818540,47.75029,8.99758
714,1646818541,47.75027,8.99761
715,1646818542,47.75026,8.99764
716,1646818543,47.75024,8.99766
717,1646818544,47.75023,8.99768
718,1646818545,47.75022,8.99770
719,1646818546,47.75021,8.99772
720,1646818547,47.75021,8.99772
721,1646818565,47.75009,8.99793
722,1646818566,47.75009,8.99798
723,1646818567,47.75006,8.99805
724,1646818568,47.75006,8.99805
725,1646818569,47.75005,8.99806
726,1646818570,47.75004,8.99809
727,1646818571,47.75003,8.99811
728,1646818572,47.75002,8.99813
729,1646818573,47.75003,8.99814
730,1646818575,47.75002,8.99816
731,1646818594,47.74980,8.99849
732,1646818595,47.74981,8.99849
733,1646818596,47.74982,8.99850
734,1646818597,47.74982,8.99851
735,1646818598,47.74982,8.99852
736,1646818599,47.74981,8.99852
737,1646818600,47.74980,8.99854
738,1646818601,47.74980,8.99854
739,1646818602,47.74980,8.99856
740,1646818603,47.74984,8.99854
741,1646818621,47.74975,8.99867
742,1646818622,47.74964,8.99890
743,1646818623,47.74964,8.99891
744,1646818624,47.74963,8.99893
745,1646818625,47.74962,8.99894
746,1646818626,47.74962,8.99894
747,1646818627,47.74962,8.99895
748,1646818628,47.74961,8.99896
749,1646818629,47.74960,8.99898
750,1646818630,47.74959,8.99899
751,1646818649,47.74959,8.99915
752,1646818650,47.74949,8.99921
753,1646818651,47.74946,8.99926
754,1646818652,47.74944,8.99929
755,1646818653,47.74943,8.99931
756,1646818654,47.74942,8.99932
757,1646818655,47.74942,8.99934
758,1646818656,47.74941,8.99935
759,1646818657,47.74940,8.99936
760,1646818658,47.74942,8.99936
761,1646818677,47.74918,8.99962
762,1646818678,47.74917,8.99965
763,1646818679,47.74917,8.99967
764,1646818680,47.74917,8.99969
765,1646818681,47.74918,8.99969
766,1646818682,47.74918,8.99970
767,1646818683,47.74917,8.99972
768,1646818684,47.74917,8.99974
769,1646818685,47.74917,8.99975
770,1646818686,47.74917,8.99976
771,1646818705,47.74919,8.99990
772,1646818706,47.74916,8.99993
773,1646818707,47.74913,8.99996
774,1646818708,47.74911,8.99998
775,1646818709,47.74910,8.99999
776,1646818710,47.74908,9.00001
777,1646818711,47.74907,9.00002
778,1646818712,47.74905,9.00004
779,1646818713,47.74904,9.00005
780,1646818714,47.74903,9.00007
781,1646818733,47.74881,9.00037
782,1646818734,47.74882,9.00037
783,1646818735,47.74883,9.00038
784,1646818736,47.74883,9.00038
785,1646818737,47.74884,9.00037
786,1646818738,47.74884,9.00037
787,1646818739,47.74884,9.00037
788,1646818740,47.74884,9.00036
789,1646818741,47.74888,9.00033
790,1646818743,47.74888,9.00034
791,1646818762,47.74870,9.00039
792,1646818763,47.74872,9.00037
